PersonnelNumber,YearsExperience,Skill Id,Skill Level
E3272,0.5,374,2
E3272,1,375,1
E3272,1,377,2
E3272,2,378,3
E3272,1,423,3
E3272,2,446,3
E3272,0.5,483,3
E3272,0.5,497,2
E3272,3,532,3
E3272,4,535,3
E3272,0.5,537,2
E3272,0.5,538,2
E3272,1,572,3
E3272,0.5,591,2
E3272,1,607,3
E3272,1,608,3
E3272,1,711,2
E3274,0.5,14,1
E3274,3,47,4
E3274,0.5,49,3
E3274,3,52,2
E3274,2,127,2
E3274,2,128,2
E3274,1,146,1
E3274,1,151,1
E3274,2,183,3
E3274,0.5,274,2
E3274,0.2,302,1
E3274,0.2,303,3
E3274,1,375,2
E3274,2,443,3
E3274,0.2,462,2
E3274,3,466,3
E3274,0.3,471,2
E3274,2,475,4
E3274,2,613,3
E3274,1,615,1
E3274,1,616,2
E3274,2,617,3
E3274,2,618,3
E3274,2,661,3
E3274,2,671,3
E3274,1,681,2
E3274,2,743,2
E3274,7,748,3
E3274,2,752,3
E3282,2,6,2
E3282,2,9,2
E3282,6,17,3
E3282,5,18,3
E3282,5,21,3
E3282,10,28,3
E3282,1,42,2
E3282,7,45,3
E3282,6,46,3
E3282,12,47,3
E3282,4,49,2
E3282,8,50,3
E3282,3,143,2
E3282,3,156,2
E3282,2,175,2
E3282,7,192,3
E3282,10,193,3
E3282,5,196,3
E3282,2,248,3
E3282,2,249,2
E3282,4,252,3
E3282,1,267,3
E3282,2,269,2
E3282,1,270,2
E3282,3,271,2
E3282,2,274,2
E3282,3,352,3
E3282,2,356,3
E3282,3,374,3
E3282,3,376,3
E3282,8,378,3
E3282,4,380,3
E3282,3,382,2
E3282,5,385,3
E3282,10,390,3
E3282,4,396,4
E3282,8,420,3
E3282,1,425,3
E3282,1,429,3
E3282,2,431,3
E3282,2,432,3
E3282,5,433,3
E3282,11,446,3
E3282,6,447,3
E3282,2,462,3
E3282,2,463,3
E3282,2,466,3
E3282,1,468,2
E3282,1,499,2
E3282,2,500,3
E3282,1,510,2
E3282,6,535,3
E3282,8,538,3
E3282,1,542,3
E3282,2,571,2
E3282,5,572,3
E3282,2,590,3
E3282,1,686,2
E3282,8,707,3
E3282,3,751,3
E3284,,0,
E3286,,0,
E3303,,0,
E3304,3,191,2
E3304,3,193,2
E3304,4,195,1
E3304,5,196,2
E3304,4,218,2
E3304,8,219,3
E3304,5,220,1
E3304,7,235,2
E3304,5,245,2
E3304,3,246,1
E3304,1,247,1
E3304,3,249,3
E3304,1,253,2
E3304,1,254,2
E3305,2.5,47,3
E3305,1.5,50,3
E3305,1.5,146,3
E3305,1.5,156,3
E3305,1.5,189,3
E3305,0.5,378,2
E3305,3.5,446,3
E3305,1,532,2
E3305,1,752,2
E3328,1,47,1
E3328,3,49,1
E3328,2,193,3
E3328,2,196,3
E3328,2,245,3
E3328,2,254,3
E3328,1,378,3
E3328,1,433,2
E3328,2,443,3
E3328,2,450,3
E3328,1,452,2
E3328,2,576,3
E3328,1,581,2
E3328,2,585,2
E3328,2,587,3
E3328,1,600,3
E3328,2,600,3
E3328,1,601,3
E3328,1,602,3
E3328,1,603,3
E3328,1,604,2
E3328,1,605,3
E3328,1,607,3
E3328,1,608,3
E3328,1,609,3
E3328,1,610,3
E3328,1.5,613,3
E3328,1.5,617,3
E3328,1.5,618,3
E3328,1,620,3
E3328,1,621,3
E3328,1,623,3
E3328,1,625,3
E3328,1.5,661,3
E3328,1,662,3
E3328,1.5,671,3
E3328,1,731,2
E3333,,0,
E3334,,0,
E3335,,0,
E3336,2,47,3
E3336,0.1,50,1
E3336,1,375,1
E3336,1,378,1
E3336,1,423,3
E3336,2,424,2
E3336,0.5,433,2
E3336,1,443,3
E3336,7,450,3
E3336,1,454,2
E3336,0.1,570,1
E3336,4,576,3
E3336,7,585,3
E3336,4,587,3
E3336,3,600,3
E3336,7,601,3
E3336,4,602,3
E3336,7,603,3
E3336,5,604,3
E3336,7,607,3
E3336,1,608,3
E3336,7,609,3
E3336,2,611,3
E3336,0.3,617,2
E3336,1,618,2
E3336,1,618,3
E3336,1,621,3
E3336,4,646,3
E3336,0.2,648,1
E3336,4,656,3
E3336,0.2,661,1
E3336,2,662,3
E3336,0.1,665,1
E3336,1,671,2
E3336,0.5,673,2
E3336,1,679,2
E3336,2,684,3
E3336,2,748,2
E3336,3,752,3
E3372,,0,
E3375,,0,
E3378,,0,
E3380,1,12,1
E3380,4,14,3
E3380,2,18,2
E3380,1,23,2
E3380,8,24,3
E3380,5,26,3
E3380,5,28,3
E3380,4,29,2
E3380,8,47,3
E3380,5,50,3
E3380,3,55,3
E3380,5,123,3
E3380,2,142,1
E3380,2,143,2
E3380,2,145,2
E3380,7,146,3
E3380,2,149,2
E3380,8,151,3
E3380,3,152,3
E3380,5,154,3
E3380,5,156,3
E3380,3,159,3
E3380,2,160,2
E3380,1,165,1
E3380,3,169,3
E3385,,0,
E3387,,0,
E3388,,0,
E3391,,0,
E3396,5,25,3
E3396,6,47,3
E3396,4,50,4
E3396,4,143,4
E3396,4,145,3
E3396,3,169,3
E3399,1,14,2
E3399,6,18,3
E3399,3,23,3
E3399,5,26,3
E3399,6,47,3
E3399,6,50,3
E3399,1,143,2
E3399,6,151,3
E3399,1,165,2
E3399,1,237,1
E3399,5,378,3
E3399,1,413,2
E3399,1,427,2
E3399,4,455,2
E3399,5,460,2
E3399,4,571,2
E3399,0,590,1
E3404,,0,
E3405,,0,
E3407,3,47,1
E3407,1,49,1
E3407,1,146,1
E3407,1,189,1
E3407,1,193,2
E3407,1.5,249,2
E3407,3,254,2
E3407,1,375,1
E3407,1,423,2
E3407,0.5,428,1
E3407,1.5,443,3
E3407,2,450,3
E3407,1,452,2
E3407,1.5,600,3
E3407,3,600,3
E3407,3,601,2
E3407,2,601,3
E3407,3,603,3
E3407,3,607,2
E3407,0.5,613,2
E3407,1.5,617,2
E3407,2,618,2
E3407,0.5,621,3
E3407,2,625,2
E3407,0.5,654,2
E3407,1,661,2
E3407,2,661,2
E3407,1,662,2
E3407,2,671,2
E3407,1,678,2
E3415,5,18,3
E3415,8,25,3
E3415,8,26,3
E3415,17,29,3
E3415,5,30,3
E3415,13,47,3
E3415,18,50,3
E3415,4,124,3
E3415,3,145,3
E3415,8,156,3
E3415,1,184,2
E3415,18,193,3
E3415,4,249,3
E3415,23,446,3
E3415,4,535,3
E3415,12,752,3
E3416,8,47,3
E3416,6,49,3
E3416,10,50,4
E3416,2,281,2
E3416,6,711,2
E3420,1,2,1
E3420,1,3,1
E3420,1,16,1
E3420,1,26,2
E3420,2,47,2
E3420,2,50,2
E3420,1,142,1
E3420,1,143,2
E3420,1,145,2
E3420,1,146,2
E3420,2,151,2
E3420,1,156,2
E3420,1,413,2
E3420,1,420,2
E3420,2,446,3
E3420,1,572,2
E3421,0,40,1
E3421,2,47,3
E3421,4,49,2
E3421,2,50,2
E3421,1,142,2
E3421,0,143,1
E3421,2,145,2
E3421,2,146,2
E3421,2,156,3
E3421,0,165,1
E3421,0,169,1
E3421,1,245,2
E3421,2,374,2
E3421,0,375,1
E3421,2,446,3
E3424,,0,
E3426,2,15,2
E3426,3,23,4
E3426,4,26,3
E3426,5,28,4
E3426,5,29,4
E3426,1,42,2
E3426,4,45,3
E3426,8,47,4
E3426,7,50,4
E3426,5,124,3
E3426,6,127,3
E3426,2,134,2
E3426,3,142,3
E3426,4,143,4
E3426,5,145,3
E3426,5,146,2
E3426,6,151,4
E3426,4,156,3
E3426,1,159,3
E3426,2,169,2
E3426,3,184,4
E3426,2,187,3
E3426,3,189,3
E3426,5,191,3
E3426,5,192,3
E3426,5,245,3
E3426,1,271,2
E3426,1,272,3
E3426,2,304,3
E3426,1,347,2
E3426,4,375,3
E3426,6,378,3
E3426,3,420,3
E3426,3,423,4
E3426,1.5,427,3
E3426,1.5,433,3
E3426,6,446,4
E3426,1.5,447,3
E3426,2,455,3
E3426,5,460,4
E3426,1,462,2
E3426,2,463,3
E3426,4,471,4
E3426,1,473,3
E3426,2,474,3
E3426,2,475,3
E3426,1,486,2
E3426,3,494,3
E3426,2,495,2
E3426,1,496,2
E3426,4,532,4
E3426,4,535,3
E3426,4,572,3
E3426,3,573,3
E3426,1,581,2
E3426,1,591,1
E3426,4,717,3
E3426,3,751,2
E3426,4,752,3
E3427,3,15,3
E3427,8,18,3
E3427,6,26,3
E3427,8,28,3
E3427,4,45,3
E3427,8,47,3
E3427,2,174,2
E3427,2,266,3
E3427,8,269,4
E3427,8,271,4
E3427,0,272,1
E3427,7,352,3
E3427,1,356,3
E3427,4,358,3
E3427,2,359,2
E3427,6,446,3
E3427,2,447,2
E3427,3,455,3
E3427,3,483,3
E3427,2,496,4
E3427,2,497,3
E3427,2,514,4
E3427,10,535,4
E3427,5,538,3
E3427,1,707,2
E3427,1,709,2
E3427,6,751,3
E3428,1,2,1
E3428,1,3,1
E3428,4,49,3
E3428,1,53,1
E3428,5,193,3
E3428,6,195,5
E3428,7,196,5
E3428,1,205,2
E3428,7,225,5
E3428,2,228,3
E3428,2,231,3
E3428,8,236,5
E3428,3,247,3
E3428,4,249,3
E3428,2,253,3
E3428,10,422,3
E3428,1,570,1
E3428,2,572,2
E3428,2,584,2
E3428,1,717,1
E3428,4,728,3
E3428,4,729,5
E3429,,0,
E3430,,0,
E3431,,0,
E3432,14,14,3
E3432,14,17,3
E3432,1,18,1
E3432,4,26,3
E3432,4,28,3
E3432,14,29,3
E3432,3,45,3
E3432,14,47,3
E3432,14,50,3
E3432,4,56,3
E3432,1,124,2
E3432,7,127,3
E3432,1,143,1
E3432,1,145,3
E3432,14,146,3
E3432,14,151,3
E3432,5,156,3
E3432,1,169,1
E3432,3,174,3
E3432,3,189,3
E3432,5,252,3
E3432,2,254,3
E3432,4,376,3
E3432,12,378,3
E3432,5,380,3
E3432,14,420,3
E3432,7,447,3
E3434,2,50,2
E3434,1,52,1
E3434,2,151,2
E3434,2,156,2
E3434,5,192,2
E3434,5,193,2
E3434,8,195,4
E3434,10,196,3
E3434,5,199,3
E3434,3,224,2
E3434,15,225,4
E3434,2,229,2
E3434,10,235,3
E3434,10,240,4
E3434,6,245,4
E3434,3,249,4
E3434,3,252,2
E3434,1,253,3
E3434,1,254,3
E3434,2,375,2
E3434,5,378,2
E3434,6,422,3
E3434,5,423,3
E3434,1,424,3
E3434,1,425,3
E3434,1,426,3
E3434,1,427,2
E3434,1,429,3
E3434,1,430,3
E3434,8,431,4
E3434,10,432,4
E3434,10,433,4
E3434,10,444,3
E3434,10,448,4
E3434,5,451,3
E3434,4,454,4
E3434,0.5,535,1
E3434,5,572,4
E3434,8,575,3
E3434,1,580,3
E3434,1,581,4
E3434,12,584,4
E3434,3,592,2
E3435,5,5,4
E3435,1,6,2
E3435,5,18,4
E3435,6,47,5
E3435,4,143,4
E3435,3,184,4
E3435,6,193,3
E3435,0,358,1
E3435,6,446,4
E3435,1,480,2
E3435,1,538,2
E3435,4,572,3
E3435,1,710,2
E3435,4,752,4
E3436,4,25,3
E3436,3,28,3
E3436,4,29,3
E3436,9,47,3
E3436,9,50,3
E3436,3,56,3
E3436,2,124,2
E3436,4,127,3
E3436,2,143,3
E3436,2,145,2
E3436,3,146,3
E3436,6,151,3
E3436,6,156,3
E3436,3,160,3
E3436,1.5,165,2
E3437,3,195,3
E3437,23,196,3
E3437,15,197,3
E3437,20,218,3
E3437,20,219,3
E3437,23,220,3
E3437,2,221,2
E3437,23,225,3
E3437,23,235,3
E3437,23,236,3
E3437,23,240,3
E3437,23,241,3
E3437,20,243,3
E3437,3,245,3
E3437,18,246,3
E3437,1,249,2
E3437,20,252,3
E3437,11,254,3
E3437,20,422,3
E3437,2,424,2
E3437,20,433,3
E3437,15,437,3
E3437,23,444,3
E3437,3,572,3
E3437,3,575,3
E3437,2,580,2
E3437,23,586,3
E3438,,0,
E3443,,0,
E3444,,0,
E3445,1.5,18,2
E3445,3,23,2
E3445,1,25,2
E3445,2,28,2
E3445,3,47,2
E3445,0.3,49,1
E3445,3,50,3
E3445,3,124,2
E3445,3,134,2
E3445,3,142,3
E3445,2.5,143,2
E3445,0,144,1
E3445,3,145,3
E3445,3,146,3
E3445,3,151,3
E3445,2,152,3
E3445,2.5,156,3
E3445,2,158,3
E3445,0.3,163,2
E3445,0,165,1
E3445,3,167,3
E3445,2,169,3
E3445,2.5,172,2
E3445,3,189,3
E3445,1,245,2
E3445,0.3,249,2
E3445,2,254,2
E3445,1,265,1
E3445,2,271,2
E3445,1,352,2
E3445,1,356,2
E3445,0.3,363,2
E3445,1,374,2
E3445,1,377,2
E3445,2,378,2
E3445,1,408,2
E3445,3,423,3
E3445,1,443,2
E3445,1.5,446,3
E3445,1,478,2
E3445,2,488,2
E3445,0.3,492,2
E3445,1,500,2
E3445,1,532,2
E3445,3,535,3
E3445,3,572,3
E3445,1,581,2
E3445,1,591,2
E3445,1,609,2
E3445,1,615,1
E3445,1,617,2
E3445,1,618,1
E3445,1,625,2
E3445,0,648,1
E3445,1,661,2
E3445,1,662,2
E3445,1,671,2
E3445,1,717,2
E3445,2,732,2
E3446,0.5,195,3
E3446,0.5,196,3
E3446,0.5,197,2
E3446,0.5,201,3
E3446,2.5,218,3
E3446,0.5,220,3
E3446,0.5,235,3
E3446,0.5,236,2
E3446,0.5,240,2
E3446,0.5,241,2
E3446,0.5,243,3
E3446,0.5,245,3
E3446,0.5,246,3
E3446,0.5,247,3
E3446,1.5,575,3
E3446,2.5,576,3
E3446,2,585,3
E3446,1.5,586,3
E3446,2,600,3
E3446,2,602,3
E3446,2,603,3
E3446,2,607,3
E3446,2,609,3
E3446,2,611,3
E3446,1,746,3
E3446,0.5,751,3
E3446,1.5,752,3
E3447,,0,
E3448,,0,
E3450,,0,
E3451,,0,
E3452,,0,
E3454,10,14,3
E3454,16,17,4
E3454,7,18,4
E3454,2,25,3
E3454,3,26,4
E3454,3,28,4
E3454,10,29,3
E3454,16,47,5
E3454,1,49,3
E3454,7,50,3
E3454,5,56,3
E3454,3,92,4
E3454,3,124,3
E3454,3,127,3
E3454,1,184,3
E3454,2,352,3
E3454,6,378,4
E3454,3,379,4
E3454,10,380,4
E3454,16,385,4
E3454,8,387,3
E3454,8,388,3
E3454,9,389,4
E3454,16,390,4
E3454,5,413,3
E3454,16,420,4
E3454,8,421,4
E3454,12,422,3
E3454,11,423,4
E3454,2,424,3
E3454,12,425,4
E3454,3,431,3
E3454,7,433,4
E3454,4,446,5
E3454,8,447,4
E3454,5,448,3
E3454,2,535,4
E3454,1,537,3
E3454,2,538,3
E3454,2,707,3
E3455,2,143,3
E3455,2,165,3
E3455,2,169,3
E3455,1,425,3
E3455,1,427,3
E3455,1,429,3
E3455,1,432,3
E3457,,0,
E3459,,0,
E3460,,0,
E3461,,0,
E3462,0.1,483,1
E3462,0.1,471,1
E3462,2,600,3
E3462,2,603,3
E3462,0.1,615,1
E3462,1,617,2
E3462,2,618,3
E3462,2,621,3
E3462,1,623,2
E3462,2,625,3
E3462,0.5,637,2
E3462,0.1,648,1
E3462,1,652,2
E3462,2,661,3
E3462,1,662,2
E3462,2,671,3
E3463,1,28,2
E3463,1,46,1
E3463,1,47,2
E3463,1,49,2
E3463,0.5,125,2
E3463,1,142,3
E3463,1.5,143,3
E3463,2,145,3
E3463,2,146,3
E3463,1,156,2
E3463,1.5,158,3
E3463,0.5,165,2
E3463,1.5,169,3
E3463,2,189,3
E3463,2,446,3
E3463,0.5,535,2
E3464,5,18,3
E3464,4,25,3
E3464,4,26,3
E3464,5,28,3
E3464,2,45,2
E3464,6,47,3
E3464,5,50,3
E3464,5,124,3
E3464,0,134,1
E3464,2,142,1
E3464,2,143,3
E3464,5,145,3
E3464,6,146,3
E3464,6,156,3
E3464,0,165,1
E3464,0,169,1
E3464,0,186,1
E3464,6,189,3
E3464,2,247,2
E3464,1,249,2
E3464,5,253,2
E3464,5,254,2
E3464,0,270,1
E3464,0,271,1
E3464,0,352,1
E3464,0,358,1
E3464,6,378,3
E3464,6,420,3
E3464,5,446,3
E3464,3,535,3
E3464,4,538,2
E3465,1,15,2
E3465,1,17,3
E3465,4,18,3
E3465,1,23,3
E3465,5,26,3
E3465,5,28,3
E3465,3,29,3
E3465,2,45,3
E3465,5,47,3
E3465,5,50,3
E3465,1,56,2
E3465,2,127,3
E3465,1,142,3
E3465,2,143,3
E3465,4,145,3
E3465,5,146,3
E3465,5,151,3
E3465,1,152,3
E3465,1,154,3
E3465,4,156,3
E3465,2,159,3
E3465,1,160,3
E3465,1,169,3
E3465,2,183,3
E3465,3,189,3
E3465,2,375,3
E3465,5,378,3
E3465,5,446,3
E3465,1,471,2
E3465,1,474,2
E3465,1.5,485,3
E3465,6,532,3
E3465,1,535,3
E3465,3,537,3
E3465,4,538,3
E3465,5,572,3
E3465,5,600,3
E3465,1,662,2
E3465,2,751,3
E3465,5,752,3
E3467,,0,
E3468,,0,
E3469,1,6,1
E3469,1,9,1
E3469,2,10,1
E3469,2,47,3
E3469,4,49,3
E3469,1,50,1
E3469,4,52,3
E3469,2,125,1
E3469,1,127,1
E3469,1,128,2
E3469,1,134,1
E3469,1,143,1
E3469,1,145,1
E3469,2,146,1
E3469,3,151,1
E3469,1,156,1
E3469,1,165,1
E3469,1,169,1
E3469,1,183,3
E3469,2,193,1
E3469,2,195,2
E3469,1,248,1
E3469,1,356,1
E3469,2,378,1
E3469,2,443,3
E3469,1,450,2
E3469,1,530,1
E3469,2,531,3
E3469,2,532,3
E3469,2,535,3
E3469,1,538,1
E3469,1,576,2
E3469,1,581,2
E3469,2,585,2
E3469,2,587,2
E3469,1,600,1
E3469,1,604,1
E3469,2,607,2
E3469,2,608,2
E3469,2,609,2
E3469,2,611,2
E3469,1,614,3
E3469,2,615,4
E3469,2,617,3
E3469,2,618,3
E3469,2,621,3
E3469,1,623,1
E3469,2,625,2
E3469,2,648,4
E3469,2,661,3
E3469,2,662,2
E3469,1,669,2
E3469,2,671,3
E3469,4,748,2
E3469,2,751,1
E3469,3,753,1
E3471,2,14,2
E3471,0.5,15,1
E3471,4,17,3
E3471,2,18,3
E3471,4,26,3
E3471,4,28,3
E3471,4,29,3
E3471,5,47,3
E3471,5,50,3
E3471,1,52,2
E3471,3,56,3
E3471,1,130,3
E3471,1,134,2
E3471,1,142,2
E3471,0.5,143,2
E3471,5,145,3
E3471,5,146,3
E3471,5,156,3
E3471,2,160,3
E3471,2,169,3
E3471,3,184,3
E3471,5,189,3
E3471,1,192,2
E3471,4,193,3
E3471,3,195,3
E3471,2.5,248,3
E3471,2,249,3
E3471,1,254,3
E3471,0.5,275,2
E3471,0.5,374,2
E3471,5,378,3
E3471,1,413,2
E3471,5,420,3
E3471,2,423,3
E3471,1,425,2
E3471,5,446,3
E3471,3,535,3
E3471,1,537,3
E3471,0.5,538,3
E3471,0.5,600,2
E3471,0.5,617,2
E3471,1,711,2
E3471,1,717,2
E3472,4,5,3
E3472,3,14,3
E3472,2,18,2
E3472,1,23,2
E3472,12,25,3
E3472,2,26,2
E3472,4,28,3
E3472,3,43,3
E3472,7,47,2
E3472,7,47,3
E3472,15,50,3
E3472,1,68,3
E3472,5,78,2
E3472,2,84,3
E3472,5,124,3
E3472,3,134,3
E3472,3,136,3
E3472,4,142,3
E3472,6,143,4
E3472,10,145,4
E3472,14,146,4
E3472,3,149,3
E3472,4,150,3
E3472,16,151,4
E3472,2,152,3
E3472,5,153,2
E3472,12,156,4
E3472,5,157,3
E3472,2,165,3
E3472,4,169,3
E3472,2,172,3
E3472,1,184,2
E3472,4,188,3
E3472,5,189,3
E3472,2,199,3
E3472,4,243,3
E3472,4,245,3
E3472,3,248,3
E3472,2,249,3
E3472,3,253,3
E3472,8,254,3
E3472,1,258,2
E3472,1,374,1
E3472,5,375,2
E3472,4,378,3
E3472,4,421,3
E3472,4,422,3
E3472,8,423,3
E3472,3,425,3
E3472,2,429,3
E3472,3,431,3
E3472,10,433,3
E3472,13,446,3
E3472,5,447,3
E3472,1,480,2
E3472,1,474,2
E3472,10,535,3
E3472,10,538,3
E3472,3,571,3
E3472,5,572,3
E3472,3,581,3
E3472,1,590,3
E3472,3,657,3
E3472,5,751,3
E3472,7,752,3
E3473,20,71,3
E3473,20,196,3
E3473,20,222,3
E3473,15,224,3
E3473,20,225,3
E3473,25,240,3
E3473,3,249,3
E3473,1,254,3
E3473,1,303,2
E3473,11,341,3
E3473,20,400,3
E3473,15,424,3
E3473,2,528,3
E3473,1,567,2
E3473,7,571,3
E3473,5,572,3
E3473,5,573,3
E3473,4,581,3
E3473,20,584,3
E3473,1,591,2
E3473,1,703,2
E3473,15,727,3
E3477,,0,
E3478,,0,
E3481,5,14,3
E3481,5,18,3
E3481,3,26,3
E3481,5,28,3
E3481,1,45,2
E3481,10,47,3
E3481,5,50,3
E3481,2,134,2
E3481,4,143,3
E3481,4,145,2
E3481,3,146,2
E3481,4,169,2
E3481,0.5,184,1
E3481,3,189,3
E3481,5,232,2
E3481,1,271,1
E3481,0.5,304,1
E3481,5,378,2
E3481,5,390,2
E3481,10,422,2
E3481,10,425,3
E3481,5,431,2
E3481,3,432,3
E3481,10,433,3
E3481,5,442,2
E3481,20,446,3
E3481,10,447,3
E3481,2,478,2
E3481,2,479,2
E3481,2,497,2
E3481,3,535,3
E3481,5,538,3
E3481,5,572,2
E3481,2,581,2
E3481,10,711,3
E3481,5,717,2
E3482,,0,
E3484,1,14,3
E3484,3,17,3
E3484,0.5,18,2
E3484,2,21,2
E3484,0.5,23,2
E3484,5,25,3
E3484,5,26,3
E3484,3,28,3
E3484,5,29,3
E3484,0.1,40,1
E3484,2,45,2
E3484,12,47,3
E3484,0.1,49,1
E3484,12,50,3
E3484,2,63,2
E3484,2,91,2
E3484,3,118,3
E3484,5,124,3
E3484,1,127,3
E3484,2,131,2
E3484,0.8,134,2
E3484,0,143,1
E3484,2,145,3
E3484,10,146,3
E3484,2,149,2
E3484,12,151,4
E3484,10,154,3
E3484,4,156,3
E3484,2,162,2
E3484,1.5,165,2
E3484,0.5,169,3
E3484,0.5,189,2
E3484,5,191,3
E3484,5,192,3
E3484,3,193,3
E3484,4,195,3
E3484,10,196,3
E3484,4,222,3
E3484,4,232,3
E3484,1.5,248,3
E3484,1.5,249,3
E3484,4,254,3
E3484,5,378,3
E3484,5,423,3
E3484,0.5,433,2
E3484,5,433,3
E3484,12,446,4
E3484,4,447,3
E3484,2,478,2
E3484,1,471,2
E3484,2,545,2
E3484,3,572,3
E3484,2,573,3
E3484,0,581,1
E3484,0.5,617,2
E3484,1,672,2
E3484,3,747,3
E3487,10,14,3
E3487,10,17,3
E3487,1,18,3
E3487,1,21,3
E3487,1,23,3
E3487,1,26,2
E3487,1,28,3
E3487,2,29,3
E3487,6,47,3
E3487,2,50,3
E3487,1,142,2
E3487,1,143,2
E3487,1,145,3
E3487,1,146,3
E3487,1,156,3
E3487,0.5,165,1
E3487,1,184,2
E3487,1,190,2
E3487,0.5,270,2
E3487,0.5,271,1
E3487,0.5,275,1
E3487,10,446,3
E3487,1,480,2
E3487,2,535,3
E3487,3,572,3
E3487,10,711,3
E3487,1,717,3
E3487,8,728,3
E3489,,0,
E3490,,0,
E3491,,0,
E3492,1.8,218,3
E3492,1,600,3
E3492,1,603,3
E3492,1.8,603,3
E3492,1,607,3
E3492,1,608,2
E3492,1,609,3
E3492,0.1,617,1
E3492,0.2,618,1
E3492,0.1,621,2
E3492,1,621,3
E3492,1,625,3
E3492,3,625,3
E3492,0.2,661,1
E3492,0.5,662,2
E3492,0.5,662,3
E3492,0.2,671,1
E3492,0.6,684,2
E3492,1,684,2
E3493,,0,
E3495,2.5,18,2
E3495,3,50,2
E3495,1,52,1
E3495,4,139,2
E3495,2.5,143,2
E3495,2.5,145,2
E3495,2.5,158,2
E3495,19,190,3
E3495,9,197,3
E3495,5,199,3
E3495,2,200,3
E3495,13,221,3
E3495,5,224,3
E3495,3,231,3
E3495,9,233,3
E3495,13,235,4
E3495,9,243,3
E3495,9,245,4
E3495,1,249,3
E3495,3,254,3
E3495,1,260,2
E3495,4,269,2
E3495,3,344,2
E3495,1,346,2
E3495,3,352,2
E3495,3,362,2
E3495,2,364,2
E3495,3,367,2
E3495,2,369,2
E3495,8,376,2
E3495,5,378,2
E3495,9,385,2
E3495,9,387,3
E3495,4,408,3
E3495,12,412,3
E3495,2,414,2
E3495,9,423,3
E3495,13,424,4
E3495,13,432,3
E3495,13,448,4
E3495,9,454,4
E3495,3,538,2
E3495,1,570,3
E3495,9,572,4
E3495,5,574,3
E3495,3,577,3
E3495,3,581,4
E3495,13,587,3
E3495,1,588,2
E3495,13,601,3
E3495,13,607,3
E3495,5,608,3
E3495,5,609,3
E3495,9,611,3
E3495,10,612,2
E3495,7,614,2
E3495,3,657,2
E3495,6,659,2
E3495,1,671,2
E3495,3,714,2
E3495,6,724,2
E3498,3,47,2
E3498,0.8,49,1
E3498,2,168,4
E3498,1,253,3
E3498,1,375,2
E3498,3,378,3
E3498,1.5,433,3
E3498,2,443,4
E3498,2,450,4
E3498,2,531,3
E3498,0.3,535,2
E3498,3,572,3
E3498,1,576,3
E3498,0,581,1
E3498,7,600,5
E3498,5,601,3
E3498,7,603,3
E3498,7,604,4
E3498,2,605,2
E3498,4,607,3
E3498,5,609,3
E3498,6,610,3
E3498,3,611,3
E3498,1,613,2
E3498,4,618,3
E3498,1,619,2
E3498,2,620,2
E3498,1,653,1
E3498,0,661,3
E3498,1,661,3
E3498,1,662,3
E3498,3,671,4
E3498,3,679,3
E3498,1,748,2
E3499,,0,
E3500,,0,
E3501,,0,
E3502,5,14,3
E3502,10,17,3
E3502,2,18,2
E3502,2,21,2
E3502,2,23,3
E3502,4,26,2
E3502,7,28,4
E3502,10,29,3
E3502,5,38,3
E3502,5,45,3
E3502,16,47,4
E3502,10,50,2
E3502,9,127,4
E3502,2,130,3
E3502,2,142,3
E3502,1,143,2
E3502,1,148,2
E3502,1,169,3
E3502,6,174,3
E3502,10,192,3
E3502,15,193,3
E3502,10,196,3
E3502,2,230,2
E3502,10,236,3
E3502,3,247,2
E3502,2,248,2
E3502,1,253,2
E3502,5,254,3
E3502,4,339,3
E3502,2,374,3
E3502,2,376,2
E3502,10,378,3
E3502,17,420,3
E3502,1,427,3
E3502,2,429,3
E3502,5,431,3
E3502,6,432,3
E3502,6,442,2
E3502,19,446,3
E3502,7,447,3
E3502,3,448,3
E3502,3,454,3
E3502,1,462,3
E3502,1,463,3
E3502,1,465,2
E3502,2,466,3
E3502,4,471,3
E3502,2,474,3
E3502,3,475,2
E3502,1,491,4
E3502,1,509,4
E3502,4,535,3
E3502,5,538,3
E3502,1,571,2
E3502,4,572,3
E3502,2,581,3
E3502,2,584,2
E3503,10,18,3
E3503,5,26,2
E3503,5,28,3
E3503,8,47,3
E3503,10,50,3
E3503,2,142,2
E3503,5,143,3
E3503,5,156,3
E3503,3,169,2
E3503,2,184,3
E3503,1,257,2
E3503,2,264,2
E3503,3,265,2
E3503,1,267,1
E3503,2,268,2
E3503,3,269,2
E3503,1,270,2
E3503,3,271,2
E3503,1,274,1
E3503,1,282,1
E3503,3,352,2
E3503,18,378,3
E3503,2,423,3
E3503,1,427,3
E3503,2,432,3
E3503,5,433,3
E3503,15,446,3
E3503,2,496,3
E3503,2,535,2
E3503,10,711,3
E3503,5,714,3
E3503,5,717,3
E3504,,0,
E3505,,0,
E3506,,0,
E3507,,0,
E3509,,0,
E3510,,0,
E3511,2,47,3
E3511,1,49,3
E3511,1,50,3
E3511,2,183,3
E3511,2,378,3
E3511,1,423,2
E3511,2.5,443,3
E3511,0.5,450,3
E3511,1,455,3
E3511,1,496,2
E3511,1,530,2
E3511,2,531,3
E3511,2,532,3
E3511,2,535,2
E3511,1,600,2
E3511,1,607,2
